,Customer ID,Purchase Date,Drone Model,Price,Payment Method,Warranty,Usage Frequency,Purpose of Use,Customer Satisfaction,Customer Feedback,Age,Obstacle Avoidance,cluster_no
4589,CUST4590,2023-08-13,DJI Mini 2,1972.82,Debit Card,1,2,Professional Use,1,The DJI Mini 2 is reliable and exceeded my expectations. It's amazing for Professional Use.,181,1,2
4590,CUST4591,2023-06-03,Skydio X2,887.01,Cash,1,2,Aerial Photography,5,"For the price of 887.01, the Skydio X2 offers satisfying performance. It's fantastic for Aerial Photography.",252,0,2
4591,CUST4592,2023-07-02,DJI Mini 2,727.94,Credit Card,2,1,Professional Use,3,"For the price of 727.94, the DJI Mini 2 offers reliable performance. It's terrific for Professional Use.",223,1,5
4592,CUST4593,2023-01-29,Skydio 2,786.9,PayPal,0,0,Recreation,4,The Skydio 2 is excellent and exceeded my expectations. It's exceptional for Recreation.,377,1,1
4593,CUST4594,2023-06-06,DJI Mini 2,476.22,Debit Card,2,0,Professional Use,4,"For the price of 476.22, the DJI Mini 2 offers outstanding performance. It's amazing for Professional Use.",249,1,3
4594,CUST4595,2023-02-10,Parrot Anafi USA,741.38,Credit Card,0,2,Aerial Photography,4,"For the price of 741.38, the Parrot Anafi USA offers outstanding performance. It's exceptional for Aerial Photography.",365,1,2
4595,CUST4596,2023-08-07,DJI Air 2S,1413.45,Cash,0,1,Professional Use,5,I'm truly impressed with the DJI Air 2S. It's outstanding and fantastic for Professional Use.,187,0,1
4596,CUST4597,2023-08-09,DJI Mavic Air 2,1361.78,PayPal,2,1,Professional Use,4,"For the price of 1361.78, the DJI Mavic Air 2 offers impressive performance. It's perfect for Professional Use.",185,0,5
4597,CUST4598,2023-02-20,Parrot Anafi USA,471.49,Cash,1,1,Recreation,4,"For the price of 471.49, the Parrot Anafi USA offers reliable performance. It's terrific for Recreation.",355,1,4
4598,CUST4599,2023-03-07,Skydio X2,2225.22,Debit Card,2,2,Professional Use,5,"For the price of 2225.22, the Skydio X2 offers outstanding performance. It's amazing for Professional Use.",340,0,5
4599,CUST4600,2023-08-18,Autel EVO Nano+,520.46,PayPal,2,0,Professional Use,5,"For the price of 520.46, the Autel EVO Nano+ offers impressive performance. It's amazing for Professional Use.",176,0,3
4600,CUST4601,2023-05-25,DJI Mini 2,804.75,PayPal,1,0,Recreation,4,The DJI Mini 2 is outstanding and exceeded my expectations. It's amazing for Recreation.,261,1,3
4601,CUST4602,2023-04-16,Autel EVO Lite+,1511.29,PayPal,2,1,Aerial Photography,4,"For the price of 1511.29, the Autel EVO Lite+ offers impressive performance. It's terrific for Aerial Photography.",300,0,5
4602,CUST4603,2023-08-19,DJI Air 2S,904.45,PayPal,2,2,Aerial Photography,5,"For the price of 904.45, the DJI Air 2S offers impressive performance. It's amazing for Aerial Photography.",175,0,5
4603,CUST4604,2023-07-12,Parrot Anafi USA,2169.74,Debit Card,2,0,Aerial Photography,4,"For the price of 2169.74, the Parrot Anafi USA offers excellent performance. It's fantastic for Aerial Photography.",213,1,3
4604,CUST4605,2023-07-02,Autel EVO 2 Pro,1833.04,Cash,2,0,Aerial Photography,4,"For the price of 1833.04, the Autel EVO 2 Pro offers satisfying performance. It's terrific for Aerial Photography.",223,0,3
4605,CUST4606,2023-09-01,Skydio 2,1411.56,Cash,2,0,Professional Use,5,"For the price of 1411.56, the Skydio 2 offers impressive performance. It's fantastic for Professional Use.",162,1,3
4606,CUST4607,2023-01-15,Yuneec Typhoon H,1871.0,PayPal,0,1,Professional Use,4,"For the price of 1871.0, the Yuneec Typhoon H offers outstanding performance. It's exceptional for Professional Use.",391,0,1
4607,CUST4608,2022-10-28,Autel EVO 2 Pro,890.13,PayPal,0,0,Recreation,4,"For the price of 890.13, the Autel EVO 2 Pro offers satisfying performance. It's terrific for Recreation.",470,0,1
4608,CUST4609,2023-01-07,Parrot Anafi USA,1905.67,Credit Card,1,2,Professional Use,5,I'm truly impressed with the Parrot Anafi USA. It's impressive and exceptional for Professional Use.,399,1,2
4609,CUST4610,2023-03-19,DJI Mavic Air 2,1587.12,Cash,2,2,Aerial Photography,4,I'm truly impressed with the DJI Mavic Air 2. It's outstanding and perfect for Aerial Photography.,328,0,5
4610,CUST4611,2023-05-19,Autel EVO Lite+,1717.95,PayPal,1,2,Aerial Photography,4,"For the price of 1717.95, the Autel EVO Lite+ offers outstanding performance. It's terrific for Aerial Photography.",267,0,2
4611,CUST4612,2022-12-01,DJI Air 2S,681.7,Debit Card,0,2,Aerial Photography,4,"For the price of 681.7, the DJI Air 2S offers satisfying performance. It's amazing for Aerial Photography.",436,0,2
4612,CUST4613,2022-12-10,Skydio 2,1085.2,Debit Card,1,2,Recreation,4,"For the price of 1085.2, the Skydio 2 offers outstanding performance. It's perfect for Recreation.",427,1,2
4613,CUST4614,2022-12-08,Parrot Anafi USA,1926.77,Cash,0,0,Recreation,5,"For the price of 1926.77, the Parrot Anafi USA offers outstanding performance. It's terrific for Recreation.",429,1,1
4614,CUST4615,2022-11-21,Skydio X2,2196.97,Credit Card,0,2,Aerial Photography,5,"For the price of 2196.97, the Skydio X2 offers reliable performance. It's perfect for Aerial Photography.",446,0,2
4615,CUST4616,2022-11-11,Skydio 2,1190.79,Debit Card,1,2,Aerial Photography,4,"For the price of 1190.79, the Skydio 2 offers outstanding performance. It's perfect for Aerial Photography.",456,1,2
4616,CUST4617,2023-07-23,Skydio 2,911.41,Cash,1,2,Aerial Photography,5,"For the price of 911.41, the Skydio 2 offers impressive performance. It's amazing for Aerial Photography.",202,1,2
4617,CUST4618,2023-01-17,DJI Mini 2,1882.51,Debit Card,2,1,Professional Use,5,"For the price of 1882.51, the DJI Mini 2 offers satisfying performance. It's perfect for Professional Use.",389,1,5
4618,CUST4619,2023-06-16,DJI Mini 2,1271.51,Cash,2,0,Professional Use,4,"For the price of 1271.51, the DJI Mini 2 offers impressive performance. It's perfect for Professional Use.",239,1,3
4619,CUST4620,2023-04-03,Parrot Anafi USA,442.3,Credit Card,1,1,Recreation,4,"For the price of 442.3, the Parrot Anafi USA offers outstanding performance. It's terrific for Recreation.",313,1,4
4620,CUST4621,2023-02-08,Skydio 2,2218.73,Cash,0,0,Aerial Photography,4,"For the price of 2218.73, the Skydio 2 offers outstanding performance. It's terrific for Aerial Photography.",367,1,1
4621,CUST4622,2023-01-13,Skydio X2,1170.48,Credit Card,2,1,Recreation,5,"For the price of 1170.48, the Skydio X2 offers outstanding performance. It's amazing for Recreation.",393,0,5
4622,CUST4623,2023-08-10,DJI Mini 2,436.45,PayPal,0,1,Recreation,2,The DJI Mini 2 is reliable and exceeded my expectations. It's amazing for Recreation.,184,1,1
4623,CUST4624,2023-04-13,DJI Mavic Air 2,1448.99,Debit Card,0,2,Professional Use,5,"For the price of 1448.99, the DJI Mavic Air 2 offers excellent performance. It's perfect for Professional Use.",303,0,2
4624,CUST4625,2023-08-07,Autel EVO 2 Pro,1358.88,Credit Card,1,2,Professional Use,4,"For the price of 1358.88, the Autel EVO 2 Pro offers excellent performance. It's perfect for Professional Use.",187,0,2
4625,CUST4626,2022-11-28,DJI Air 2S,1193.39,PayPal,0,2,Professional Use,5,"For the price of 1193.39, the DJI Air 2S offers impressive performance. It's amazing for Professional Use.",439,0,2
4626,CUST4627,2023-05-12,Autel EVO Lite+,1954.92,PayPal,0,0,Professional Use,5,"For the price of 1954.92, the Autel EVO Lite+ offers outstanding performance. It's exceptional for Professional Use.",274,0,1
4627,CUST4628,2022-11-17,Skydio 2,1868.95,Cash,0,2,Recreation,5,"For the price of 1868.95, the Skydio 2 offers outstanding performance. It's fantastic for Recreation.",450,1,2
4628,CUST4629,2023-06-08,DJI Air 2S,376.89,Debit Card,0,1,Recreation,3,"For the price of 376.89, the DJI Air 2S offers satisfying performance. It's terrific for Recreation.",247,0,1
4629,CUST4630,2023-01-11,Skydio X2,1725.43,Credit Card,0,0,Aerial Photography,5,"For the price of 1725.43, the Skydio X2 offers excellent performance. It's perfect for Aerial Photography.",395,0,1
4630,CUST4631,2023-02-16,DJI Mini 2,423.34,Cash,0,1,Aerial Photography,4,"For the price of 423.34, the DJI Mini 2 offers reliable performance. It's terrific for Aerial Photography.",359,1,1
4631,CUST4632,2022-11-05,Autel EVO Lite+,1915.76,Cash,0,0,Recreation,4,"For the price of 1915.76, the Autel EVO Lite+ offers impressive performance. It's perfect for Recreation.",462,0,1
4632,CUST4633,2023-04-19,Autel EVO 2 Pro,1592.58,Cash,1,2,Recreation,4,"For the price of 1592.58, the Autel EVO 2 Pro offers impressive performance. It's exceptional for Recreation.",297,0,2
4633,CUST4634,2023-05-26,DJI Air 2S,979.65,PayPal,0,0,Aerial Photography,5,The DJI Air 2S is satisfying and exceeded my expectations. It's perfect for Aerial Photography.,260,0,1
4634,CUST4635,2022-10-05,Autel EVO Lite+,1998.63,Debit Card,1,2,Recreation,5,"For the price of 1998.63, the Autel EVO Lite+ offers outstanding performance. It's perfect for Recreation.",493,0,2
4635,CUST4636,2023-04-04,DJI Mavic Air 2,1516.9,Cash,1,2,Professional Use,5,"For the price of 1516.9, the DJI Mavic Air 2 offers impressive performance. It's exceptional for Professional Use.",312,0,2
4636,CUST4637,2022-12-19,Yuneec Typhoon H,987.89,Credit Card,2,0,Professional Use,5,"For the price of 987.89, the Yuneec Typhoon H offers impressive performance. It's fantastic for Professional Use.",418,0,3
4637,CUST4638,2022-11-05,Skydio 2,368.17,Debit Card,0,0,Professional Use,4,"For the price of 368.17, the Skydio 2 offers satisfying performance. It's terrific for Professional Use.",462,1,1
4638,CUST4639,2022-12-25,Autel EVO Nano+,785.26,Debit Card,0,2,Recreation,5,"For the price of 785.26, the Autel EVO Nano+ offers impressive performance. It's terrific for Recreation.",412,0,2
4639,CUST4640,2023-05-20,DJI Air 2S,547.5,PayPal,2,1,Professional Use,5,"For the price of 547.5, the DJI Air 2S offers reliable performance. It's perfect for Professional Use.",266,0,5
4640,CUST4641,2023-01-10,DJI Air 2S,2365.8,Credit Card,1,0,Aerial Photography,4,"For the price of 2365.8, the DJI Air 2S offers excellent performance. It's amazing for Aerial Photography.",396,0,3
4641,CUST4642,2023-08-04,Autel EVO Nano+,1841.88,Debit Card,1,0,Professional Use,4,"For the price of 1841.88, the Autel EVO Nano+ offers impressive performance. It's perfect for Professional Use.",190,0,3
4642,CUST4643,2023-03-01,Autel EVO Lite+,643.7,Cash,1,1,Aerial Photography,4,"For the price of 643.7, the Autel EVO Lite+ offers outstanding performance. It's terrific for Aerial Photography.",346,0,4
4643,CUST4644,2022-12-05,Autel EVO Nano+,1557.58,Debit Card,2,1,Recreation,4,"For the price of 1557.58, the Autel EVO Nano+ offers outstanding performance. It's amazing for Recreation.",432,0,5
4644,CUST4645,2023-07-23,Skydio 2,700.28,PayPal,2,2,Professional Use,5,"For the price of 700.28, the Skydio 2 offers outstanding performance. It's fantastic for Professional Use.",202,1,5
4645,CUST4646,2023-04-13,Skydio 2,2240.29,Cash,0,0,Professional Use,5,"For the price of 2240.29, the Skydio 2 offers impressive performance. It's fantastic for Professional Use.",303,1,1
4646,CUST4647,2022-11-07,Autel EVO Lite+,626.2,Cash,2,0,Professional Use,4,"For the price of 626.2, the Autel EVO Lite+ offers satisfying performance. It's perfect for Professional Use.",460,0,3
4647,CUST4648,2022-10-08,DJI Air 2S,1701.95,Cash,0,0,Recreation,5,"For the price of 1701.95, the DJI Air 2S offers outstanding performance. It's perfect for Recreation.",490,0,1
4648,CUST4649,2023-09-02,Skydio 2,720.23,Cash,0,1,Professional Use,4,"For the price of 720.23, the Skydio 2 offers satisfying performance. It's perfect for Professional Use.",161,1,1
4649,CUST4650,2023-01-27,Autel EVO Nano+,541.43,Cash,2,0,Recreation,3,"For the price of 541.43, the Autel EVO Nano+ offers excellent performance. It's terrific for Recreation.",379,0,3
4650,CUST4651,2023-04-16,Parrot Anafi USA,1490.68,Cash,1,0,Professional Use,4,"For the price of 1490.68, the Parrot Anafi USA offers impressive performance. It's exceptional for Professional Use.",300,1,3
4651,CUST4652,2022-10-15,DJI Mini 2,996.08,Debit Card,1,2,Aerial Photography,3,"For the price of 996.08, the DJI Mini 2 offers reliable performance. It's exceptional for Aerial Photography.",483,1,2
4652,CUST4653,2023-08-06,Autel EVO Nano+,683.01,Credit Card,1,2,Recreation,4,"For the price of 683.01, the Autel EVO Nano+ offers satisfying performance. It's terrific for Recreation.",188,0,2
4653,CUST4654,2023-04-04,Skydio 2,458.05,Cash,1,1,Recreation,3,"For the price of 458.05, the Skydio 2 offers excellent performance. It's amazing for Recreation.",312,1,4
4654,CUST4655,2023-04-30,Yuneec Typhoon H,2372.34,Cash,2,0,Aerial Photography,4,"For the price of 2372.34, the Yuneec Typhoon H offers satisfying performance. It's amazing for Aerial Photography.",286,0,3
4655,CUST4656,2022-12-01,Parrot Anafi USA,2300.6,PayPal,0,0,Recreation,4,"For the price of 2300.6, the Parrot Anafi USA offers reliable performance. It's perfect for Recreation.",436,1,1
4656,CUST4657,2023-03-07,Autel EVO Lite+,426.48,Cash,0,2,Recreation,4,I couldn't be happier with the Autel EVO Lite+. It's excellent and exceptional for Recreation.,340,0,2
4657,CUST4658,2023-08-18,Autel EVO 2 Pro,579.95,PayPal,0,1,Recreation,5,"For the price of 579.95, the Autel EVO 2 Pro offers outstanding performance. It's terrific for Recreation.",176,0,1
4658,CUST4659,2023-02-24,Skydio 2,1200.95,PayPal,2,1,Aerial Photography,4,"For the price of 1200.95, the Skydio 2 offers reliable performance. It's fantastic for Aerial Photography.",351,1,5
4659,CUST4660,2023-02-09,DJI Mini 2,1417.09,Credit Card,0,1,Aerial Photography,4,"For the price of 1417.09, the DJI Mini 2 offers reliable performance. It's terrific for Aerial Photography.",366,1,1
4660,CUST4661,2023-05-05,DJI Mini 2,1442.3,Cash,2,0,Professional Use,5,"For the price of 1442.3, the DJI Mini 2 offers satisfying performance. It's perfect for Professional Use.",281,1,3
4661,CUST4662,2023-08-09,DJI Mini 2,1226.51,Credit Card,1,2,Professional Use,5,"For the price of 1226.51, the DJI Mini 2 offers outstanding performance. It's amazing for Professional Use.",185,1,2
4662,CUST4663,2023-02-08,Yuneec Typhoon H,1709.97,PayPal,0,2,Aerial Photography,5,"For the price of 1709.97, the Yuneec Typhoon H offers impressive performance. It's amazing for Aerial Photography.",367,0,2
4663,CUST4664,2023-05-15,DJI Mini 2,2464.83,Cash,2,0,Professional Use,3,The DJI Mini 2 is reliable and exceeded my expectations. It's exceptional for Professional Use.,271,1,3
4664,CUST4665,2022-12-21,DJI Mavic Air 2,2222.03,Credit Card,1,1,Aerial Photography,5,"For the price of 2222.03, the DJI Mavic Air 2 offers outstanding performance. It's fantastic for Aerial Photography.",416,0,4
4665,CUST4666,2023-03-30,DJI Mini 2,1655.01,PayPal,0,1,Professional Use,5,"For the price of 1655.01, the DJI Mini 2 offers satisfying performance. It's fantastic for Professional Use.",317,1,1
4666,CUST4667,2023-08-08,DJI Air 2S,2273.98,Debit Card,1,2,Professional Use,5,"For the price of 2273.98, the DJI Air 2S offers outstanding performance. It's perfect for Professional Use.",186,0,2
4667,CUST4668,2023-04-10,DJI Air 2S,1793.0,Debit Card,1,1,Recreation,4,I'm truly impressed with the DJI Air 2S. It's satisfying and perfect for Recreation.,306,0,4
4668,CUST4669,2022-10-12,Autel EVO Lite+,1819.55,Credit Card,2,0,Aerial Photography,5,I couldn't be happier with the Autel EVO Lite+. It's satisfying and fantastic for Aerial Photography.,486,0,3
4669,CUST4670,2023-02-20,Yuneec Typhoon H,2157.15,Credit Card,0,1,Professional Use,4,"For the price of 2157.15, the Yuneec Typhoon H offers reliable performance. It's terrific for Professional Use.",355,0,1
4670,CUST4671,2022-10-09,Autel EVO 2 Pro,597.68,Cash,1,1,Professional Use,4,"For the price of 597.68, the Autel EVO 2 Pro offers impressive performance. It's perfect for Professional Use.",489,0,4
4671,CUST4672,2022-11-23,DJI Mavic Air 2,1364.33,Credit Card,1,1,Professional Use,3,"For the price of 1364.33, the DJI Mavic Air 2 offers excellent performance. It's exceptional for Professional Use.",444,0,4
4672,CUST4673,2023-04-22,Parrot Anafi USA,1754.33,Cash,1,2,Recreation,3,"For the price of 1754.33, the Parrot Anafi USA offers excellent performance. It's exceptional for Recreation.",294,1,2
4673,CUST4674,2022-11-28,Skydio X2,1075.36,Credit Card,0,0,Recreation,4,"For the price of 1075.36, the Skydio X2 offers satisfying performance. It's terrific for Recreation.",439,0,1
4674,CUST4675,2022-11-03,Parrot Anafi USA,538.69,Cash,2,1,Professional Use,4,I'm truly impressed with the Parrot Anafi USA. It's satisfying and exceptional for Professional Use.,464,1,5
4675,CUST4676,2023-04-27,Yuneec Typhoon H,1332.78,Credit Card,2,2,Professional Use,4,"For the price of 1332.78, the Yuneec Typhoon H offers satisfying performance. It's terrific for Professional Use.",289,0,5
4676,CUST4677,2022-10-14,Autel EVO 2 Pro,1658.19,Cash,0,1,Aerial Photography,4,The Autel EVO 2 Pro is reliable and exceeded my expectations. It's exceptional for Aerial Photography.,484,0,1
4677,CUST4678,2023-01-20,DJI Air 2S,966.04,PayPal,2,2,Professional Use,4,"For the price of 966.04, the DJI Air 2S offers outstanding performance. It's perfect for Professional Use.",386,0,5
4678,CUST4679,2023-04-08,Parrot Anafi USA,1485.49,Credit Card,2,1,Professional Use,3,"For the price of 1485.49, the Parrot Anafi USA offers reliable performance. It's exceptional for Professional Use.",308,1,5
4679,CUST4680,2022-10-06,Parrot Anafi USA,1853.63,Credit Card,2,0,Aerial Photography,4,"For the price of 1853.63, the Parrot Anafi USA offers satisfying performance. It's terrific for Aerial Photography.",492,1,3
4680,CUST4681,2023-05-17,DJI Mavic Air 2,627.99,Cash,2,1,Aerial Photography,5,"For the price of 627.99, the DJI Mavic Air 2 offers impressive performance. It's terrific for Aerial Photography.",269,0,5
4681,CUST4682,2023-08-18,Skydio 2,2015.6,Debit Card,1,1,Professional Use,4,"For the price of 2015.6, the Skydio 2 offers satisfying performance. It's terrific for Professional Use.",176,1,4
4682,CUST4683,2022-11-14,Yuneec Typhoon H,1475.9,PayPal,2,2,Aerial Photography,3,"For the price of 1475.9, the Yuneec Typhoon H offers reliable performance. It's exceptional for Aerial Photography.",453,0,5
4683,CUST4684,2023-04-23,DJI Air 2S,1536.1,Credit Card,1,2,Aerial Photography,5,"For the price of 1536.1, the DJI Air 2S offers outstanding performance. It's terrific for Aerial Photography.",293,0,2
4684,CUST4685,2023-03-02,DJI Mini 2,579.52,Debit Card,0,2,Professional Use,4,I'm truly impressed with the DJI Mini 2. It's impressive and perfect for Professional Use.,345,1,2
4685,CUST4686,2022-12-15,Yuneec Typhoon H,1688.94,Cash,1,2,Professional Use,5,"For the price of 1688.94, the Yuneec Typhoon H offers reliable performance. It's fantastic for Professional Use.",422,0,2
4686,CUST4687,2022-10-27,Skydio X2,2317.26,PayPal,0,1,Aerial Photography,3,The Skydio X2 is excellent and exceeded my expectations. It's exceptional for Aerial Photography.,471,0,1
4687,CUST4688,2023-02-14,DJI Air 2S,2353.96,Cash,0,1,Recreation,4,"For the price of 2353.96, the DJI Air 2S offers outstanding performance. It's perfect for Recreation.",361,0,1
4688,CUST4689,2022-11-08,Yuneec Typhoon H,2473.16,Credit Card,2,1,Aerial Photography,4,"For the price of 2473.16, the Yuneec Typhoon H offers outstanding performance. It's terrific for Aerial Photography.",459,0,5
4689,CUST4690,2022-12-23,Skydio 2,1978.45,Debit Card,0,0,Professional Use,4,"For the price of 1978.45, the Skydio 2 offers outstanding performance. It's exceptional for Professional Use.",414,1,1
4690,CUST4691,2022-12-29,Skydio 2,2123.0,PayPal,1,0,Aerial Photography,5,"For the price of 2123.0, the Skydio 2 offers excellent performance. It's fantastic for Aerial Photography.",408,1,3
4691,CUST4692,2023-02-20,DJI Mini 2,312.4,PayPal,0,1,Professional Use,4,"For the price of 312.4, the DJI Mini 2 offers impressive performance. It's terrific for Professional Use.",355,1,1
4692,CUST4693,2023-03-07,DJI Mavic Air 2,524.92,Credit Card,0,0,Aerial Photography,3,"For the price of 524.92, the DJI Mavic Air 2 offers satisfying performance. It's terrific for Aerial Photography.",340,0,1
4693,CUST4694,2023-02-22,Yuneec Typhoon H,2276.78,Debit Card,0,1,Recreation,4,"For the price of 2276.78, the Yuneec Typhoon H offers satisfying performance. It's terrific for Recreation.",353,0,1
4694,CUST4695,2023-04-25,Skydio X2,1937.72,Credit Card,2,2,Aerial Photography,4,"For the price of 1937.72, the Skydio X2 offers outstanding performance. It's terrific for Aerial Photography.",291,0,5
4695,CUST4696,2023-06-30,Autel EVO Lite+,2441.47,Debit Card,2,1,Professional Use,5,"For the price of 2441.47, the Autel EVO Lite+ offers reliable performance. It's perfect for Professional Use.",225,0,5
4696,CUST4697,2023-01-02,DJI Mavic Air 2,2255.36,PayPal,0,1,Recreation,4,"For the price of 2255.36, the DJI Mavic Air 2 offers reliable performance. It's fantastic for Recreation.",404,0,1
4697,CUST4698,2023-07-03,DJI Air 2S,1164.72,Credit Card,2,0,Professional Use,5,"For the price of 1164.72, the DJI Air 2S offers outstanding performance. It's terrific for Professional Use.",222,0,3
4698,CUST4699,2022-11-02,DJI Mini 2,1299.68,PayPal,2,1,Aerial Photography,5,"For the price of 1299.68, the DJI Mini 2 offers reliable performance. It's perfect for Aerial Photography.",465,1,5
4699,CUST4700,2023-02-28,Parrot Anafi USA,2287.87,Debit Card,2,1,Recreation,4,"For the price of 2287.87, the Parrot Anafi USA offers reliable performance. It's fantastic for Recreation.",347,1,5
4700,CUST4701,2023-06-02,DJI Mavic Air 2,1723.64,PayPal,2,2,Professional Use,4,"For the price of 1723.64, the DJI Mavic Air 2 offers reliable performance. It's terrific for Professional Use.",253,0,5
4701,CUST4702,2023-04-10,DJI Air 2S,873.28,PayPal,0,1,Aerial Photography,3,"For the price of 873.28, the DJI Air 2S offers satisfying performance. It's exceptional for Aerial Photography.",306,0,1
4702,CUST4703,2023-06-12,Autel EVO Nano+,2386.94,PayPal,1,0,Professional Use,5,"For the price of 2386.94, the Autel EVO Nano+ offers outstanding performance. It's fantastic for Professional Use.",243,0,3
4703,CUST4704,2023-04-09,Skydio X2,327.78,Credit Card,2,1,Aerial Photography,5,"For the price of 327.78, the Skydio X2 offers satisfying performance. It's fantastic for Aerial Photography.",307,0,5
4704,CUST4705,2023-08-27,Yuneec Typhoon H,2027.61,Cash,2,1,Recreation,5,"For the price of 2027.61, the Yuneec Typhoon H offers impressive performance. It's amazing for Recreation.",167,0,5
4705,CUST4706,2023-03-28,Autel EVO 2 Pro,1594.75,PayPal,1,0,Recreation,4,"For the price of 1594.75, the Autel EVO 2 Pro offers excellent performance. It's perfect for Recreation.",319,0,3
4706,CUST4707,2023-04-28,Autel EVO Nano+,2224.51,Credit Card,0,2,Professional Use,5,"For the price of 2224.51, the Autel EVO Nano+ offers impressive performance. It's perfect for Professional Use.",288,0,2
4707,CUST4708,2023-04-17,DJI Mavic Air 2,2146.51,Credit Card,0,1,Professional Use,4,"For the price of 2146.51, the DJI Mavic Air 2 offers reliable performance. It's fantastic for Professional Use.",299,0,1
4708,CUST4709,2023-08-18,Skydio X2,2421.54,Credit Card,0,0,Aerial Photography,4,"For the price of 2421.54, the Skydio X2 offers outstanding performance. It's perfect for Aerial Photography.",176,0,1
4709,CUST4710,2022-12-17,Yuneec Typhoon H,2072.58,Cash,2,2,Professional Use,5,"For the price of 2072.58, the Yuneec Typhoon H offers reliable performance. It's fantastic for Professional Use.",420,0,5
4710,CUST4711,2023-04-23,Skydio 2,2179.53,Debit Card,0,1,Aerial Photography,3,"For the price of 2179.53, the Skydio 2 offers excellent performance. It's terrific for Aerial Photography.",293,1,1
4711,CUST4712,2023-02-19,Skydio 2,693.23,Cash,0,1,Aerial Photography,5,"For the price of 693.23, the Skydio 2 offers impressive performance. It's fantastic for Aerial Photography.",356,1,1
4712,CUST4713,2023-04-30,Autel EVO Nano+,892.47,Cash,1,1,Professional Use,4,"For the price of 892.47, the Autel EVO Nano+ offers outstanding performance. It's exceptional for Professional Use.",286,0,4
4713,CUST4714,2023-07-06,Autel EVO Nano+,1790.58,Cash,2,2,Aerial Photography,5,"For the price of 1790.58, the Autel EVO Nano+ offers outstanding performance. It's fantastic for Aerial Photography.",219,0,5
4714,CUST4715,2023-03-19,DJI Mavic Air 2,2075.88,Credit Card,1,0,Aerial Photography,2,"For the price of 2075.88, the DJI Mavic Air 2 offers reliable performance. It's amazing for Aerial Photography.",328,0,3
4715,CUST4716,2023-05-02,DJI Air 2S,828.25,Credit Card,0,0,Professional Use,4,"For the price of 828.25, the DJI Air 2S offers satisfying performance. It's terrific for Professional Use.",284,0,1
4716,CUST4717,2023-02-24,Skydio X2,434.28,Credit Card,2,2,Recreation,5,"For the price of 434.28, the Skydio X2 offers excellent performance. It's fantastic for Recreation.",351,0,5
4717,CUST4718,2023-04-08,DJI Mavic Air 2,624.22,Debit Card,1,1,Professional Use,4,"For the price of 624.22, the DJI Mavic Air 2 offers satisfying performance. It's perfect for Professional Use.",308,0,4
4718,CUST4719,2023-04-01,DJI Mini 2,365.58,Cash,2,2,Recreation,5,"For the price of 365.58, the DJI Mini 2 offers reliable performance. It's fantastic for Recreation.",315,1,5
4719,CUST4720,2022-10-11,Yuneec Typhoon H,670.55,Credit Card,1,0,Recreation,4,"For the price of 670.55, the Yuneec Typhoon H offers reliable performance. It's fantastic for Recreation.",487,0,3
4720,CUST4721,2023-04-30,Autel EVO Nano+,2093.85,PayPal,0,0,Professional Use,5,"For the price of 2093.85, the Autel EVO Nano+ offers satisfying performance. It's fantastic for Professional Use.",286,0,1
4721,CUST4722,2023-07-03,Autel EVO Nano+,1279.59,Debit Card,2,0,Professional Use,5,"For the price of 1279.59, the Autel EVO Nano+ offers impressive performance. It's exceptional for Professional Use.",222,0,3
4722,CUST4723,2022-12-07,DJI Mavic Air 2,1195.77,Cash,0,1,Recreation,4,"For the price of 1195.77, the DJI Mavic Air 2 offers excellent performance. It's amazing for Recreation.",430,0,1
4723,CUST4724,2022-10-28,Autel EVO 2 Pro,1205.82,Credit Card,2,2,Professional Use,4,"For the price of 1205.82, the Autel EVO 2 Pro offers impressive performance. It's fantastic for Professional Use.",470,0,5
4724,CUST4725,2023-03-10,Parrot Anafi USA,450.28,PayPal,1,2,Professional Use,5,The Parrot Anafi USA is outstanding and exceeded my expectations. It's exceptional for Professional Use.,337,1,2
4725,CUST4726,2022-12-25,Autel EVO Nano+,720.89,PayPal,2,0,Professional Use,4,"For the price of 720.89, the Autel EVO Nano+ offers satisfying performance. It's terrific for Professional Use.",412,0,3
4726,CUST4727,2022-10-20,Parrot Anafi USA,1434.99,PayPal,0,1,Aerial Photography,4,"For the price of 1434.99, the Parrot Anafi USA offers outstanding performance. It's amazing for Aerial Photography.",478,1,1
4727,CUST4728,2022-10-15,DJI Mavic Air 2,676.22,Cash,0,1,Professional Use,5,"For the price of 676.22, the DJI Mavic Air 2 offers outstanding performance. It's perfect for Professional Use.",483,0,1
4728,CUST4729,2022-12-27,DJI Air 2S,1815.58,Cash,0,1,Aerial Photography,4,"For the price of 1815.58, the DJI Air 2S offers satisfying performance. It's fantastic for Aerial Photography.",410,0,1
4729,CUST4730,2023-08-16,Autel EVO Nano+,1459.26,Credit Card,2,1,Aerial Photography,4,"For the price of 1459.26, the Autel EVO Nano+ offers impressive performance. It's terrific for Aerial Photography.",178,0,5
4730,CUST4731,2023-08-25,Skydio 2,1866.51,Credit Card,0,0,Aerial Photography,4,"For the price of 1866.51, the Skydio 2 offers reliable performance. It's terrific for Aerial Photography.",169,1,1
4731,CUST4732,2023-07-02,Autel EVO Lite+,566.35,Debit Card,1,2,Professional Use,5,"For the price of 566.35, the Autel EVO Lite+ offers impressive performance. It's amazing for Professional Use.",223,0,2
